"id_usuario","nombre_platillo","presentacion_platillo","tamaño_platillo","precio_platillo","categoria","cantidad","fecha_venta"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Tostasas","con camarones","ninguno","61.00","Tostada","2","2023-08-02 09:13:34"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Tostasas","con camarones","ninguno","61.00","Tostada","10","2023-11-16 09:13:34"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Tostasas","con camarones","ninguno","61.00","Tostada","9","2024-04-14 09:13:34"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Tostasas","con camarones","ninguno","61.00","Tostada","9","2024-07-25 09:13:34"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Tostasas","con camarones","ninguno","61.00","Tostada","8","2023-12-08 09:13:34"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Tostasas","con camarones","ninguno","61.00","Tostada","5","2024-01-04 09:13:34"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Tostasas","con camarones","ninguno","61.00","Tostada","8","2024-03-08 09:13:34"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Tostasas","con camarones","ninguno","61.00","Tostada","2","2024-06-13 09:13:34"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Tostasas","con camarones","ninguno","61.00","Tostada","9","2024-03-23 09:13:34"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Tostasas","con camarones","ninguno","61.00","Tostada","7","2024-06-02 09:13:34"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Tostasas","con camarones","ninguno","61.00","Tostada","2","2023-09-27 09:13:34"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Tostasas","con camarones","ninguno","61.00","Tostada","8","2024-04-19 09:13:34"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Tostasas","con camarones","ninguno","61.00","Tostada","1","2023-10-10 09:13:34"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Tostasas","con camarones","ninguno","61.00","Tostada","9","2024-07-19 09:13:34"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Tostasas","con camarones","ninguno","61.00","Tostada","5","2024-04-16 09:13:34"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Tostasas","con camarones","ninguno","61.00","Tostada","10","2024-06-08 09:13:34"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Tostasas","con camarones","ninguno","61.00","Tostada","10","2024-06-14 09:13:34"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Tostasas","con camarones","ninguno","61.00","Tostada","10","2024-01-03 09:13:34"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Tostasas","con camarones","ninguno","61.00","Tostada","3","2024-02-02 09:13:34"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Tostasas","con camarones","ninguno","61.00","Tostada","1","2023-08-24 09:13:34"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Tostasas","con camarones","ninguno","61.00","Tostada","1","2024-05-12 09:13:34"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Tostasas","con camarones","ninguno","61.00","Tostada","5","2024-04-27 09:13:34"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Tostasas","con camarones","ninguno","61.00","Tostada","3","2023-12-24 09:13:34"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Tostasas","con camarones","ninguno","61.00","Tostada","2","2024-04-21 09:13:34"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Tostasas","con camarones","ninguno","61.00","Tostada","9","2024-04-01 09:13:34"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Tostasas","con camarones","ninguno","61.00","Tostada","2","2023-12-11 09:13:34"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Tostasas","con camarones","ninguno","61.00","Tostada","8","2023-10-11 09:13:34"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Tostasas","con camarones","ninguno","61.00","Tostada","2","2024-02-24 09:13:34"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Tostasas","con camarones","ninguno","61.00","Tostada","9","2023-09-23 09:13:34"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Tostasas","con camarones","ninguno","61.00","Tostada","5","2023-10-20 09:13:34"
"esbjKHM1PbYx355iX21SzMd3DQE2","Tostasas","con camarones","ninguno","61.00","Tostada","5","2024-06-03 09:13:34"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Tostasas","con camarones","ninguno","61.00","Tostada","4","2023-12-04 09:13:34"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Tostasas","con camarones","ninguno","61.00","Tostada","4","2023-10-14 09:13:34"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Tostasas","con camarones","ninguno","61.00","Tostada","5","2024-06-28 09:13:35"
"esbjKHM1PbYx355iX21SzMd3DQE2","Tostasas","con camarones","ninguno","61.00","Tostada","6","2024-02-05 09:13:35"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Tostasas","con camarones","ninguno","61.00","Tostada","6","2023-12-29 09:13:35"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Tostasas","con camarones","ninguno","61.00","Tostada","5","2024-02-02 09:13:35"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Tostasas","con camarones","ninguno","61.00","Tostada","9","2023-09-05 09:13:35"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Tostasas","con camarones","ninguno","61.00","Tostada","1","2023-10-08 09:13:35"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Tostasas","con camarones","ninguno","61.00","Tostada","6","2023-11-18 09:13:35"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Tostasas","con camarones","ninguno","61.00","Tostada","8","2024-04-01 09:13:35"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Tostasas","con camarones","ninguno","61.00","Tostada","5","2023-09-09 09:13:35"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Tostasas","con camarones","ninguno","61.00","Tostada","9","2023-09-09 09:13:35"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Tostasas","con camarones","ninguno","61.00","Tostada","1","2023-09-26 09:13:35"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Tostasas","con camarones","ninguno","61.00","Tostada","4","2023-08-06 09:13:35"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Tostasas","con camarones","ninguno","61.00","Tostada","2","2024-07-16 09:13:35"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Tostasas","con camarones","ninguno","61.00","Tostada","1","2024-04-17 09:13:35"
"esbjKHM1PbYx355iX21SzMd3DQE2","Tostasas","con camarones","ninguno","61.00","Tostada","7","2024-02-20 09:13:35"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Tostasas","con camarones","ninguno","61.00","Tostada","3","2023-09-21 09:13:35"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Tostasas","con camarones","ninguno","61.00","Tostada","7","2023-08-01 09:13:35"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Tostasas","con camarones","ninguno","61.00","Tostada","10","2023-08-25 09:13:35"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Tostasas","con camarones","ninguno","61.00","Tostada","8","2024-03-27 09:13:35"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Tostasas","con camarones","ninguno","61.00","Tostada","2","2023-12-01 09:13:35"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Tostasas","con camarones","ninguno","61.00","Tostada","6","2024-04-17 09:13:35"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Tostasas","con camarones","ninguno","61.00","Tostada","7","2023-10-11 09:13:35"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Tostasas","con camarones","ninguno","61.00","Tostada","4","2024-03-29 09:13:35"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Tostasas","con camarones","ninguno","61.00","Tostada","2","2024-05-19 09:13:35"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Tostasas","con camarones","ninguno","61.00","Tostada","2","2024-05-14 09:13:35"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Tostasas","con camarones","ninguno","61.00","Tostada","8","2024-01-23 09:13:35"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Tostasas","con camarones","ninguno","61.00","Tostada","8","2023-09-18 09:13:35"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Tostasas","con pulpo","ninguno","68.00","Tostada","8","2024-02-26 09:13:32"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Tostasas","con pulpo","ninguno","68.00","Tostada","4","2023-12-24 09:13:32"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Tostasas","con pulpo","ninguno","68.00","Tostada","10","2024-02-12 09:13:32"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Tostasas","con pulpo","ninguno","68.00","Tostada","4","2024-06-30 09:13:32"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Tostasas","con pulpo","ninguno","68.00","Tostada","5","2024-05-26 09:13:32"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Tostasas","con pulpo","ninguno","68.00","Tostada","4","2023-08-21 09:13:32"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Tostasas","con pulpo","ninguno","68.00","Tostada","7","2023-08-21 09:13:32"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Tostasas","con pulpo","ninguno","68.00","Tostada","6","2023-09-02 09:13:33"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Tostasas","con pulpo","ninguno","68.00","Tostada","5","2024-02-22 09:13:33"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Tostasas","con pulpo","ninguno","68.00","Tostada","10","2024-06-04 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Tostasas","con pulpo","ninguno","68.00","Tostada","6","2024-01-03 09:13:33"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Tostasas","con pulpo","ninguno","68.00","Tostada","2","2024-07-05 09:13:33"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Tostasas","con pulpo","ninguno","68.00","Tostada","7","2024-07-05 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Tostasas","con pulpo","ninguno","68.00","Tostada","6","2023-10-22 09:13:33"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Tostasas","con pulpo","ninguno","68.00","Tostada","4","2023-08-01 09:13:33"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Tostasas","con pulpo","ninguno","68.00","Tostada","9","2024-01-11 09:13:33"
"esbjKHM1PbYx355iX21SzMd3DQE2","Tostasas","con pulpo","ninguno","68.00","Tostada","10","2023-11-10 09:13:33"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Tostasas","con pulpo","ninguno","68.00","Tostada","3","2024-07-03 09:13:33"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Tostasas","con pulpo","ninguno","68.00","Tostada","4","2024-04-17 09:13:33"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Tostasas","con pulpo","ninguno","68.00","Tostada","3","2023-10-15 09:13:33"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Tostasas","con pulpo","ninguno","68.00","Tostada","2","2023-08-06 09:13:33"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Tostasas","con pulpo","ninguno","68.00","Tostada","10","2023-11-21 09:13:33"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Tostasas","con pulpo","ninguno","68.00","Tostada","10","2024-06-07 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Tostasas","con pulpo","ninguno","68.00","Tostada","6","2023-12-08 09:13:33"
"esbjKHM1PbYx355iX21SzMd3DQE2","Tostasas","con pulpo","ninguno","68.00","Tostada","10","2023-12-15 09:13:33"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Tostasas","con pulpo","ninguno","68.00","Tostada","1","2024-01-06 09:13:33"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Tostasas","con pulpo","ninguno","68.00","Tostada","9","2024-06-10 09:13:33"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Tostasas","con pulpo","ninguno","68.00","Tostada","9","2024-04-02 09:13:33"
"esbjKHM1PbYx355iX21SzMd3DQE2","Tostasas","con pulpo","ninguno","68.00","Tostada","8","2023-10-22 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Tostasas","con pulpo","ninguno","68.00","Tostada","7","2023-09-29 09:13:33"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Tostasas","con pulpo","ninguno","68.00","Tostada","7","2024-01-22 09:13:33"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Tostasas","con pulpo","ninguno","68.00","Tostada","6","2023-08-06 09:13:33"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Tostasas","con pulpo","ninguno","68.00","Tostada","6","2023-10-06 09:13:33"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Tostasas","con pulpo","ninguno","68.00","Tostada","7","2024-06-04 09:13:33"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Tostasas","con pulpo","ninguno","68.00","Tostada","2","2024-05-07 09:13:33"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Tostasas","con pulpo","ninguno","68.00","Tostada","9","2024-02-18 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Tostasas","con pulpo","ninguno","68.00","Tostada","6","2023-12-15 09:13:33"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Tostasas","con pulpo","ninguno","68.00","Tostada","6","2024-03-14 09:13:33"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Tostasas","con pulpo","ninguno","68.00","Tostada","2","2023-08-12 09:13:33"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Tostasas","con pulpo","ninguno","68.00","Tostada","9","2023-10-05 09:13:33"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Tostasas","con pulpo","ninguno","68.00","Tostada","4","2024-04-16 09:13:33"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Tostasas","con pulpo","ninguno","68.00","Tostada","6","2024-04-16 09:13:33"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Tostasas","con pulpo","ninguno","68.00","Tostada","4","2023-08-13 09:13:33"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Tostasas","con pulpo","ninguno","68.00","Tostada","3","2024-06-27 09:13:33"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Tostasas","con pulpo","ninguno","68.00","Tostada","8","2024-06-09 09:13:33"
"esbjKHM1PbYx355iX21SzMd3DQE2","Tostasas","con pulpo","ninguno","68.00","Tostada","6","2024-02-12 09:13:33"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Tostasas","con pulpo","ninguno","68.00","Tostada","1","2024-05-03 09:13:33"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Tostasas","con pulpo","ninguno","68.00","Tostada","4","2024-01-06 09:13:33"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Tostasas","con pulpo","ninguno","68.00","Tostada","5","2023-10-15 09:13:33"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Tostasas","con pulpo","ninguno","68.00","Tostada","5","2024-07-07 09:13:33"
"esbjKHM1PbYx355iX21SzMd3DQE2","Tostasas","con pulpo","ninguno","68.00","Tostada","10","2023-09-15 09:13:33"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Tostasas","con pulpo","ninguno","68.00","Tostada","2","2023-08-15 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Tostasas","con pulpo","ninguno","68.00","Tostada","1","2024-07-10 09:13:33"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Tostasas","con pulpo","ninguno","68.00","Tostada","2","2023-08-03 09:13:33"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Tostasas","con pulpo","ninguno","68.00","Tostada","4","2024-02-07 09:13:33"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Tostasas","con pulpo","ninguno","68.00","Tostada","7","2024-06-02 09:13:33"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Tostasas","con pulpo","ninguno","68.00","Tostada","6","2024-02-12 09:13:33"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Tostasas","con pulpo","ninguno","68.00","Tostada","7","2024-05-29 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Tostasas","con pulpo","ninguno","68.00","Tostada","9","2024-03-18 09:13:33"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Tostasas","con pulpo","ninguno","68.00","Tostada","9","2024-01-28 09:13:33"
"esbjKHM1PbYx355iX21SzMd3DQE2","Tostasas","con pulpo","ninguno","68.00","Tostada","1","2023-11-15 09:13:33"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Tostasas","con pulpo","ninguno","68.00","Tostada","5","2023-09-29 09:13:33"
"esbjKHM1PbYx355iX21SzMd3DQE2","Tostasas","con pulpo","ninguno","68.00","Tostada","2","2023-09-28 09:13:33"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Tostasas","con pulpo","ninguno","68.00","Tostada","7","2023-08-21 09:13:33"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Tostasas","con pulpo","ninguno","68.00","Tostada","1","2024-05-16 09:13:33"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Tostasas","con pulpo","ninguno","68.00","Tostada","8","2024-04-09 09:13:33"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Tostasas","con pulpo","ninguno","68.00","Tostada","7","2024-05-02 09:13:33"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Tostasas","con pulpo","ninguno","68.00","Tostada","10","2024-05-02 09:13:33"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Tostasas","con pulpo","ninguno","68.00","Tostada","9","2024-05-12 09:13:33"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Tostasas","con pulpo","ninguno","68.00","Tostada","5","2024-06-03 09:13:33"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Tostasas","con pulpo","ninguno","68.00","Tostada","10","2024-07-11 09:13:33"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Tostasas","con pulpo","ninguno","68.00","Tostada","8","2024-04-27 09:13:33"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Tostasas","con pulpo","ninguno","68.00","Tostada","7","2024-04-25 09:13:33"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Tostasas","con pulpo","ninguno","68.00","Tostada","9","2024-05-02 09:13:33"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Tostasas","con pulpo","ninguno","68.00","Tostada","5","2024-06-23 09:13:33"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Tostasas","con pulpo","ninguno","68.00","Tostada","5","2024-01-01 09:13:33"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Tostasas","con pulpo","ninguno","68.00","Tostada","5","2024-04-18 09:13:33"
"esbjKHM1PbYx355iX21SzMd3DQE2","Tostasas","con pulpo","ninguno","68.00","Tostada","3","2024-03-24 09:13:33"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Tostasas","con pulpo","ninguno","68.00","Tostada","7","2023-12-11 09:13:33"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Tostasas","con pulpo","ninguno","68.00","Tostada","9","2023-11-25 09:13:33"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Tostasas","con pulpo","ninguno","68.00","Tostada","7","2024-07-18 09:13:33"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Tostasas","con pulpo","ninguno","68.00","Tostada","1","2023-09-08 09:13:33"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Tostasas","con pulpo","ninguno","68.00","Tostada","5","2024-06-09 09:13:33"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Tostasas","con pulpo","ninguno","68.00","Tostada","1","2024-06-02 09:13:33"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Tostasas","con pulpo","ninguno","68.00","Tostada","8","2023-11-23 09:13:33"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Tostasas","con pulpo","ninguno","68.00","Tostada","7","2023-11-23 09:13:33"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Tostasas","con pulpo","ninguno","68.00","Tostada","9","2023-12-30 09:13:33"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Tostasas","con pulpo","ninguno","68.00","Tostada","10","2024-03-17 09:13:33"
"esbjKHM1PbYx355iX21SzMd3DQE2","Tostasas","con pulpo","ninguno","68.00","Tostada","5","2024-01-09 09:13:33"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Tostasas","con pulpo","ninguno","68.00","Tostada","7","2023-09-09 09:13:33"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Tostasas","con pulpo","ninguno","68.00","Tostada","4","2023-07-29 09:13:33"
"esbjKHM1PbYx355iX21SzMd3DQE2","Tostasas","con pulpo","ninguno","68.00","Tostada","5","2024-06-21 09:13:33"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Tostasas","con pulpo","ninguno","68.00","Tostada","3","2024-02-25 09:13:33"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Tostasas","con pulpo","ninguno","68.00","Tostada","10","2023-08-21 09:13:33"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Tostasas","con pulpo","ninguno","68.00","Tostada","9","2023-12-04 09:13:33"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Tostasas","con pulpo","ninguno","68.00","Tostada","6","2024-04-21 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Tostasas","con pulpo","ninguno","68.00","Tostada","7","2024-03-31 09:13:33"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Tostasas","con pulpo","ninguno","68.00","Tostada","10","2023-10-08 09:13:33"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Tostasas","con pulpo","ninguno","68.00","Tostada","7","2024-05-25 09:13:33"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Tostasas","con pulpo","ninguno","68.00","Tostada","6","2024-07-24 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Tostasas","con pulpo","ninguno","68.00","Tostada","7","2023-11-06 09:13:33"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Tostasas","con pulpo","ninguno","68.00","Tostada","6","2023-09-26 09:13:33"
"esbjKHM1PbYx355iX21SzMd3DQE2","Tostasas","con pulpo","ninguno","68.00","Tostada","4","2024-06-28 09:13:33"
"esbjKHM1PbYx355iX21SzMd3DQE2","Tostasas","con pulpo","ninguno","68.00","Tostada","3","2024-06-28 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Tostasas","con pulpo","ninguno","68.00","Tostada","8","2023-09-25 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Tostasas","con pulpo","ninguno","68.00","Tostada","6","2024-07-20 09:13:33"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Tostasas","con pulpo","ninguno","68.00","Tostada","2","2024-05-09 09:13:33"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Tostasas","con pulpo","ninguno","68.00","Tostada","5","2024-05-09 09:13:33"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Tostasas","con pulpo","ninguno","68.00","Tostada","2","2024-04-18 09:13:33"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Tostasas","con pulpo","ninguno","68.00","Tostada","2","2023-08-09 09:13:33"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Tostasas","con pulpo","ninguno","68.00","Tostada","2","2023-11-16 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Tostasas","con pulpo","ninguno","68.00","Tostada","8","2024-01-31 09:13:33"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Tostasas","con pulpo","ninguno","68.00","Tostada","8","2023-10-29 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Tostasas","con pulpo","ninguno","68.00","Tostada","2","2023-10-16 09:13:33"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Tostasas","con pulpo","ninguno","68.00","Tostada","1","2023-12-08 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Tostasas","con pulpo","ninguno","68.00","Tostada","8","2023-11-06 09:13:33"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Tostasas","con pulpo","ninguno","68.00","Tostada","2","2024-02-06 09:13:33"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Tostasas","con pulpo","ninguno","68.00","Tostada","9","2023-09-20 09:13:33"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Tostasas","con pulpo","ninguno","68.00","Tostada","1","2024-01-26 09:13:33"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Tostasas","con pulpo","ninguno","68.00","Tostada","5","2024-06-25 09:13:33"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Tostasas","con pulpo","ninguno","68.00","Tostada","4","2024-06-06 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Tostasas","con pulpo","ninguno","68.00","Tostada","10","2024-06-14 09:13:33"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Tostasas","con pulpo","ninguno","68.00","Tostada","6","2024-03-16 09:13:33"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Tostasas","con pulpo","ninguno","68.00","Tostada","1","2024-07-20 09:13:33"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Tostasas","con pulpo","ninguno","68.00","Tostada","2","2023-10-13 09:13:33"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Tostasas","con pulpo","ninguno","68.00","Tostada","8","2024-05-03 09:13:33"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Tostasas","con pulpo","ninguno","68.00","Tostada","3","2023-09-29 09:13:33"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Tostasas","con pulpo","ninguno","68.00","Tostada","3","2023-09-16 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Tostasas","con pulpo","ninguno","68.00","Tostada","2","2023-11-05 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Tostasas","con pulpo","ninguno","68.00","Tostada","4","2024-01-08 09:13:33"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Tostasas","con pulpo","ninguno","68.00","Tostada","8","2024-02-11 09:13:33"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Tostasas","con pulpo","ninguno","68.00","Tostada","1","2024-01-19 09:13:33"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Tostasas","con pulpo","ninguno","68.00","Tostada","5","2023-10-24 09:13:33"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Tostasas","con pulpo","ninguno","68.00","Tostada","1","2023-08-31 09:13:34"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Tostasas","con pulpo","ninguno","68.00","Tostada","9","2023-11-27 09:13:34"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Tostasas","con pulpo","ninguno","68.00","Tostada","10","2024-07-07 09:13:34"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Tostasas","con pulpo","ninguno","68.00","Tostada","10","2023-08-11 09:13:34"
